cg00002809	17	76482353			DNAH17	NM_173628	Body			ClassC		NA	0
cg00002810	1	57888707			DAB1	NM_021080	5'UTR	chr1:57887963-57890637	Island	ClassA	chr1:57887963-57890637*Island	14	0
cg00002837	1	44513358								ClassD		NA	0
cg00002930	6	31515398	rs2516386		NFKBIL1;NFKBIL1;ATP6V1G2;NFKBIL1;NFKBIL1;NFKBIL1;ATP6V1G2;NFKBIL1	NM_005007;NM_001144963;NM_130463;NM_005007;NM_001144961;NM_001144961;NM_138282;NM_001144962	5'UTR;5'UTR;TSS1500;1stExon;1stExon;5'UTR;TSS1500;5'UTR			ClassC		NA	0
cg00003014	3	197279819			BDH1;BDH1;BDH1	NM_004051;NM_203314;NM_203315	5'UTR;5'UTR;5'UTR	chr3:197281605-197283128	N_Shore	ClassA	chr3:197281605-197283128*N_Shore	3	0
cg00003091	4	1715004			SLBP	NM_006527	TSS1500	chr4:1713267-1714980	S_Shore	ClassA	chr4:1713267-1714980*S_Shore	1	0
cg00003173	3	14166750			CHCHD4;TMEM43;CHCHD4	NM_001098502;NM_024334;NM_144636	TSS1500;Body;TSS1500	chr3:14165717-14166999	Island	ClassA	chr3:14165717-14166999*Island	15	0
cg00003181	6	146157367								ClassD		NA	0
cg00003187	1	8739981	rs78859273	rs74050270	RERE;RERE	NM_012102;NM_001042681	5'UTR;5'UTR			ClassC		NA	0
cg00003202	1	151319512			RFX5;RFX5	NM_000449;NM_001025603	5'UTR;5'UTR	chr1:151319326-151319545	Island	ClassA	chr1:151319326-151319545*Island	3	0
cg00003287	1	201346149			TNNT2;TNNT2;TNNT2;TNNT2	NM_001001431;NM_001001430;NM_001001432;NM_000364	5'UTR;5'UTR;5'UTR;5'UTR			ClassC		NA	0
cg00003298	12	113901210			LHX5	NM_022363	Body	chr12:113900750-113906442	Island	ClassA	chr12:113900750-113906442*Island	23	0
cg00003305	19	30715645						chr19:30715549-30715753	Island	ClassB	chr19:30715549-30715753*Island	3	0
cg00003345	1	10816499			CASZ1;CASZ1	NM_001079843;NM_017766	5'UTR;5'UTR			ClassC		NA	0
cg00003513	1	10757436			CASZ1;CASZ1	NM_001079843;NM_017766	5'UTR;5'UTR	chr1:10757891-10758252	N_Shore	ClassA	chr1:10757891-10758252*N_Shore	1	0
cg00003529	3	149510115			C3orf16	NM_001144960	1stExon			ClassC		NA	0
cg00003578	1	12600529						chr1:12600347-12600556	Island	ClassB	chr1:12600347-12600556*Island	2	0
cg00003625	17	48912543			WFIKKN2	NM_175575	TSS200			ClassC		NA	0
cg00003722	10	4500434	rs74963144							ClassD		NA	0
cg00003784	17	62503072			CCDC45;DDX5	NM_138363;NM_004396	TSS200;TSS1500	chr17:62501479-62503566	Island	ClassA	chr17:62501479-62503566*Island	12	0
cg00003818	19	17336525		rs7258339	OCEL1	NM_024578	TSS1500	chr19:17336906-17337868	N_Shore	ClassA	chr19:17336906-17337868*N_Shore	4	0
cg00003858	1	45080600			RNF220	NM_018150	Body	chr1:45082739-45083285	N_Shelf	ClassA	chr1:45082739-45083285*N_Shelf	2	0
cg00003900	16	2897074								ClassD		NA	0
cg00003965	3	108476878			RETNLB	NM_032579	TSS1500			ClassC		NA	0
cg00003969	15	82925333						chr15:82923932-82924158	S_Shore	ClassB	chr15:82923932-82924158*S_Shore	1	1
cg00003994	7	15725862			MEOX2	NM_005924	1stExon			ClassC		NA	0
cg00004055	16	66586745	rs2232725		CKLF;CKLF;CKLF;CKLF;CKLF	NM_181640;NM_001040138;NM_016326;NM_181641;NM_016951	Body;Body;Body;Body;Body	chr16:66586268-66586719	S_Shore	ClassA	chr16:66586268-66586719*S_Shore	1	0
cg00004061	6	81797194								ClassD		NA	0
cg00004067	3	36981714			TRANK1	NM_014831	Body	chr3:36985540-36987041	N_Shelf	ClassA	chr3:36985540-36987041*N_Shelf	1	0
cg00004072	19	39898015			ZFP36	NM_003407	Body	chr19:39897241-39898942	Island	ClassA	chr19:39897241-39898942*Island	9	0
cg00004073	2	237027592			AGAP1;AGAP1	NM_014914;NM_001037131	Body;Body	chr2:237028848-237029121	N_Shore	ClassA	chr2:237028848-237029121*N_Shore	2	0
cg00004082	4	10020360			SLC2A9;SLC2A9	NM_020041;NM_001001290	Body;Body	chr4:10020481-10021026	N_Shore	ClassA	chr4:10020481-10021026*N_Shore	2	0
cg00004089	17	74678836			MXRA7;MXRA7;MXRA7	NM_001008528;NM_001008529;NM_198530	Body;3'UTR;Body			ClassC		NA	0
cg00004105	10	100022608			LOXL4	NM_032211	Body			ClassC		NA	0
cg00004121	1	142619000	rs75162317					chr1:142618751-142619238	Island	ClassB	chr1:142618751-142619238*Island	4	1
cg00004192	22	21398553			P2RX6P	NR_002829	TSS200	chr22:21399979-21400270	N_Shore	ClassA	chr22:21399979-21400270*N_Shore	8	1
cg00004207	2	38977301			SFRS7	NM_001031684	Body	chr2:38977535-38978684	N_Shore	ClassA	chr2:38977535-38978684*N_Shore	4	0
cg00004209	1	17004267						chr1:17006742-17007151	N_Shelf	ClassB	chr1:17006742-17007151*N_Shelf	3	1
cg00004219	12	132536833			EP400	NM_015409	Body			ClassC		NA	0
cg00004257	1	34629175			CSMD2	NM_052896	Body	chr1:34628783-34630976	Island	ClassA	chr1:34628783-34630976*Island	16	0
cg00004421	17	7475079			EIF4A1;SENP3	NM_001416;NM_015670	TSS1500;3'UTR	chr17:7475916-7477330	N_Shore	ClassA	chr17:7475916-7477330*N_Shore	4	0
cg00004429	9	140681206			EHMT1	NM_024757	Body	chr9:140683120-140683774	N_Shore	ClassA	chr9:140683120-140683774*N_Shore	2	0
cg00004533	21	45402464			AGPAT3;AGPAT3	NM_001037553;NM_020132	3'UTR;3'UTR	chr21:45402484-45402842	N_Shore	ClassA	chr21:45402484-45402842*N_Shore	1	0
cg00004562	6	31089293			CDSN;PSORS1C1	NM_001264;NM_014068	TSS1500;5'UTR			ClassC		NA	0
cg00004608	6	134272463						chr6:134273310-134274844	N_Shore	ClassB	chr6:134273310-134274844*N_Shore	1	0
cg00004667	1	16292746		rs848199	ZBTB17	NM_003443	5'UTR			ClassC		NA	0
cg00004700	2	106013885			FHL2;FHL2;FHL2;FHL2	NM_201557;NM_001039492;NM_001450;NM_201555	5'UTR;5'UTR;5'UTR;5'UTR	chr2:106014878-106015884	N_Shore	ClassA	chr2:106014878-106015884*N_Shore	1	0
cg00004771	6	72294826	rs11550881	rs9446419				chr6:72294372-72294988	Island	ClassB	chr6:72294372-72294988*Island	4	1
cg00004773	12	76722955								ClassD		NA	0
cg00004775	22	46516503	rs5768751					chr22:46518454-46518729	N_Shore	ClassB	chr22:46518454-46518729*N_Shore	2	0
cg00004806	6	161558105			AGPAT4	NM_020133	Body			ClassC		NA	0
cg00004818	4	178364146			AGA	NM_000027	TSS1500	chr4:178363239-178363708	S_Shore	ClassA	chr4:178363239-178363708*S_Shore	5	0
cg00004859	3	110612894								ClassD		NA	0
cg00004883	16	75148460			LDHD;LDHD	NM_194436;NM_153486	Body;Body	chr16:75148398-75148864	Island	ClassA	chr16:75148398-75148864*Island	3	0
cg00004939	14	69261661			C14orf181;C14orf181	NM_207442;NM_207442	3'UTR;1stExon	chr14:69259612-69262900	Island	ClassA	chr14:69259612-69262900*Island	19	0
cg00004963	6	147124996	rs259389		LOC729176;C6orf103	NR_003954;NM_024694	TSS200;Body			ClassC		NA	0
cg00004979	12	111885466			SH2B3	NM_005475	Body			ClassC		NA	0
cg00004996	8	17271535			MTMR7	NM_004686	TSS1500	chr8:17270603-17271120	S_Shore	ClassA	chr8:17270603-17271120*S_Shore	4	0
cg00005010	16	56691849			MT1F	NM_005949	TSS200	chr16:56691689-56692034	Island	ClassA	chr16:56691689-56692034*Island	6	0
cg00005040	6	127439206			RSPO3	NM_032784	TSS1500	chr6:127439265-127441072	N_Shore	ClassA	chr6:127439265-127441072*N_Shore	1	0
cg00005072	16	89371982			ANKRD11	NM_013275	Body	chr16:89371981-89373514	Island	ClassA	chr16:89371981-89373514*Island	3	0
cg00005083	6	46655543		rs78142352	TDRD6;TDRD6	NM_001168359;NM_001010870	TSS200;TSS200	chr6:46655262-46656738	Island	ClassA	chr6:46655262-46656738*Island	11	0
cg00005112	16	69958840			WWP2;WWP2	NM_199424;NM_007014	TSS200;Body			ClassC		NA	0
cg00005164	19	35511522			GRAMD1A;GRAMD1A	NM_020895;NM_001136199	Body;Body	chr19:35512589-35512809	N_Shore	ClassA	chr19:35512589-35512809*N_Shore	1	0
cg00005166	16	3264442			OR1F2P	NR_002169	TSS1500			ClassC		NA	0
cg00005215	18	61223377			SERPINB12	NM_080474	TSS200			ClassC		NA	0
cg00005297	4	3465367			DOK7;DOK7	NM_173660;NM_001164673	Body;Body	chr4:3464799-3465440	Island	ClassA	chr4:3464799-3465440*Island	8	0
cg00005306	16	30709566			SRCAP	NM_006662	TSS1500	chr16:30709274-30710364	Island	ClassA	chr16:30709274-30710364*Island	8	0
cg00005390	16	2569281	rs11546346		AMDHD2;ATP6V0C;AMDHD2	NM_015944;NM_001694;NM_001145815	TSS1500;Body;TSS1500	chr16:2569559-2571071	N_Shore	ClassA	chr16:2569559-2571071*N_Shore	1	1
cg00005437	17	18010740			DRG2;MYO15A	NM_001388;NM_016239	3'UTR;TSS1500			ClassC		NA	0
cg00005541	12	133009863		rs11831305				chr12:133009744-133009973	Island	ClassB	chr12:133009744-133009973*Island	3	0
cg00005543	6	170151632			TCTE3;C6orf70;TCTE3	NM_174910;NM_018341;NM_174910	5'UTR;TSS200;1stExon	chr6:170151351-170152131	Island	ClassA	chr6:170151351-170152131*Island	13	0
cg00005617	X	68059898			EFNB1	NM_004429	Body	chrX:68060178-68060558	N_Shore	ClassA	chrX:68060178-68060558*N_Shore	2	0
cg00005619	11	47608722			FAM180B	NM_001164379	Body	chr11:47611138-47612438	N_Shelf	ClassA	chr11:47611138-47612438*N_Shelf	8	0
cg00005622	8	145180403						chr8:145180543-145181000	N_Shore	ClassB	chr8:145180543-145181000*N_Shore	1	0
cg00005740	13	24079418								ClassD		NA	0
cg00005817	4	75168741			MTHFD2L	NM_001144978	3'UTR			ClassC		NA	0
cg00005847	2	177029073	rs2857541		HOXD3	NM_006898	5'UTR	chr2:177029413-177029941	N_Shore	ClassA	chr2:177029413-177029941*N_Shore	7	0
cg00005849	2	237071182						chr2:237071794-237078762	N_Shore	ClassB	chr2:237071794-237078762*N_Shore	1	0
cg00005861	10	112068221						chr10:112064137-112064859	S_Shelf	ClassB	chr10:112064137-112064859*S_Shelf	1	0
cg00006032	14	66974439			GPHN;GPHN;GPHN;GPHN	NM_020806;NM_020806;NM_001024218;NM_001024218	1stExon;5'UTR;1stExon;5'UTR	chr14:66974369-66976235	Island	ClassA	chr14:66974369-66976235*Island	8	0
cg00006081	10	124908907			HMX2	NM_005519	Body	chr10:124907283-124911035	Island	ClassA	chr10:124907283-124911035*Island	17	0
cg00006090	16	72206655			PMFBP1;PMFBP1	NM_031293;NM_001160213	TSS1500;TSS1500			ClassC		NA	0
cg00006122	12	52463316			C12orf44;C12orf44	NM_001098673;NM_021934	TSS1500;TSS1500	chr12:52463348-52464202	N_Shore	ClassA	chr12:52463348-52464202*N_Shore	1	0
cg00006198	1	154476306			TDRD10;TDRD10	NM_182499;NM_001098475	5'UTR;5'UTR	chr1:154474107-154475699	S_Shore	ClassA	chr1:154474107-154475699*S_Shore	1	0
cg00006243	2	26726565			OTOF	NM_194248	Body	chr2:26726189-26726710	Island	ClassA	chr2:26726189-26726710*Island	5	0
cg00006397	1	160336699			NHLH1	NM_005598	TSS200	chr1:160340604-160340843	N_Shelf	ClassA	chr1:160340604-160340843*N_Shelf	4	0
cg00006414	7	148822837			ZNF425;ZNF398	NM_001001661;NM_020781	Body;TSS1500	chr7:148823194-148824228	N_Shore	ClassA	chr7:148823194-148824228*N_Shore	4	0
cg00006459	4	148635716								ClassD		NA	0
cg00006626	1	154127462			NUP210L;NUP210L	NM_001159484;NM_207308	1stExon;1stExon			ClassC		NA	0
cg00006787	13	110533441								ClassD		NA	0
cg00006815	X	103810908			IL1RAPL2	NM_017416	TSS200	chrX:103811550-103812043	N_Shore	ClassA	chrX:103811550-103812043*N_Shore	7	0
cg00006867	15	90066806	rs11856967	rs16943256	LOC283761;LOC283761;LOC283761;LOC283761	NR_027074;NR_027076;NR_027075;NR_027077	Body;Body;Body;Body			ClassC		NA	0
cg00006884	7	23637030			CCDC126;CCDC126	NM_138771;NM_138771	5'UTR;1stExon	chr7:23636735-23637557	Island	ClassA	chr7:23636735-23637557*Island	11	0
cg00006948	4	1768889						chr4:1768563-1769074	Island	ClassB	chr4:1768563-1769074*Island	4	0
cg00007032	13	30002629			MTUS2;MTUS2	NM_001033602;NM_015233	Body;TSS200			ClassC		NA	0
cg00007036	1	33742089			ZNF362	NM_152493	Body	chr1:33741774-33742381	Island	ClassA	chr1:33741774-33742381*Island	4	0
cg00007064	9	124974153			LHX6;LHX6	NM_199160;NM_014368	Body;Body	chr9:124975753-124976692	N_Shore	ClassA	chr9:124975753-124976692*N_Shore	2	0
cg00007076	8	67342600			RRS1;RRS1	NM_015169;NM_015169	1stExon;3'UTR	chr8:67344497-67344989	N_Shore	ClassA	chr8:67344497-67344989*N_Shore	2	0
cg00007215	17	21416281						chr17:21416250-21416492	Island	ClassB	chr17:21416250-21416492*Island	4	1
cg00007221	1	43999020	rs34880349		PTPRF;PTPRF	NM_002840;NM_130440	5'UTR;5'UTR	chr1:43996724-43997592	S_Shore	ClassA	chr1:43996724-43997592*S_Shore	2	0
cg00007226	14	105781366			PACS2;PACS2	NM_015197;NM_001100913	1stExon;1stExon	chr14:105780339-105782027	Island	ClassA	chr14:105780339-105782027*Island	8	0
cg00007239	4	165877045			C4orf39;TRIM61	NM_153027;NM_001012414	TSS1500;Body	chr4:165878036-165878446	N_Shore	ClassA	chr4:165878036-165878446*N_Shore	3	0
cg00007269	19	2945106			ZNF77	NM_021217	TSS200	chr19:2944682-2945507	Island	ClassA	chr19:2944682-2945507*Island	9	0
cg00007300	14	24521434			LRRC16B	NM_138360	Body	chr14:24520989-24521844	Island	ClassA	chr14:24520989-24521844*Island	3	0
cg00007324	19	4047803	rs80178467		ZBTB7A	NM_015898	Body	chr19:4047754-4048428	Island	ClassA	chr19:4047754-4048428*Island	5	0
cg00007326	19	13366046		rs76015014	CACNA1A;CACNA1A	NM_001127222;NM_001127221	Body;Body	chr19:13365922-13366158	Island	ClassA	chr19:13365922-13366158*Island	4	0
cg00007420	6	99796732			C6orf168	NM_032511	Body	chr6:99797208-99797946	N_Shore	ClassA	chr6:99797208-99797946*N_Shore	1	0
cg00007426	2	240404782								ClassD		NA	0
cg00007466	19	7585086	rs35972793		ZNF358	NM_018083	Body	chr19:7584325-7585281	Island	ClassA	chr19:7584325-7585281*Island	4	0
cg00007540	14	103609265	rs77784705					chr14:103604539-103605504	S_Shelf	ClassB	chr14:103604539-103605504*S_Shelf	2	0
cg00007644	11	20623259			SLC6A5	NM_004211	Body	chr11:20622720-20623399	Island	ClassA	chr11:20622720-20623399*Island	5	0
cg00007675	8	37606579			LOC728024;ERLIN2	NR_003671;NM_007175	TSS1500;Body			ClassC		NA	0
cg00007800	1	1838518		rs2377037				chr1:1839958-1840601	N_Shore	ClassB	chr1:1839958-1840601*N_Shore	1	0
cg00007810	12	49113738		rs7954446				chr12:49110055-49110881	S_Shelf	ClassB	chr12:49110055-49110881*S_Shelf	1	1
cg00007898	1	205180627			DSTYK;DSTYK	NM_199462;NM_015375	1stExon;1stExon	chr1:205179963-205180910	Island	ClassA	chr1:205179963-205180910*Island	8	0
cg00007981	11	93862594		rs74613753	PANX1	NM_015368	1stExon	chr11:93861560-93862773	Island	ClassA	chr11:93861560-93862773*Island	15	0
cg00007987	19	56156430	rs11084406		ZNF581	NM_016535	Body	chr19:56156312-56156543	Island	ClassA	chr19:56156312-56156543*Island	2	0
cg00008004	1	153756119						chr1:153755957-153756335	Island	ClassB	chr1:153755957-153756335*Island	4	0
cg00008033	19	52429980			ZNF613;ZNF613	NM_024840;NM_001031721	TSS1500;TSS1500			ClassC		NA	0
cg00008036	1	179712091			FAM163A	NM_173509	TSS1500	chr1:179711947-179713951	Island	ClassA	chr1:179711947-179713951*Island	17	0
cg00008188	14	69262694			C14orf181	NM_207442	1stExon	chr14:69259612-69262900	Island	ClassA	chr14:69259612-69262900*Island	19	0
cg00008345	2	232643843			PDE6D	NM_002601	Body	chr2:232645313-232646505	N_Shore	ClassA	chr2:232645313-232646505*N_Shore	2	0
cg00008387	16	50059011			TMEM188	NM_153261	TSS200	chr16:50058867-50059423	Island	ClassA	chr16:50058867-50059423*Island	8	0
cg00008446	1	156815774			NTRK1;INSRR	NM_001007792;NM_014215	Body;Body	chr1:156814881-156815792	Island	ClassA	chr1:156814881-156815792*Island	5	0
cg00008452	12	99126269			APAF1;APAF1;APAF1;APAF1;APAF1	NM_181861;NM_013229;NM_181868;NM_181869;NM_001160	Body;Body;Body;3'UTR;Body			ClassC		NA	0
cg00008488	5	175199915						chr5:175200315-175200555	N_Shore	ClassB	chr5:175200315-175200555*N_Shore	3	0
cg00008493	14	93813777	rs11629131		COX8C;KIAA1409	NM_182971;NM_020818	Body;5'UTR	chr14:93813483-93814111	Island	ClassA	chr14:93813483-93814111*Island	7	0
cg00008544	5	179778527			GFPT2	NM_005110	Body	chr5:179779114-179781279	N_Shore	ClassA	chr5:179779114-179781279*N_Shore	2	0
cg00008564	6	27830391						chr6:27833120-27833406	N_Shelf	ClassB	chr6:27833120-27833406*N_Shelf	1	0
cg00008612	13	60726243			DIAPH3	NM_001042517	Body			ClassC		NA	0
cg00008621	14	62179983			HIF1A;HIF1A	NM_001530;NM_181054	Body;Body			ClassC		NA	0
cg00008629	9	115093661			ROD1;ROD1;ROD1	NM_001163790;NM_005156;NM_001163788	Body;Body;5'UTR	chr9:115095149-115095919	N_Shore	ClassA	chr9:115095149-115095919*N_Shore	2	0
cg00008647	1	207082900			FAIM3;FAIM3;FAIM3	NM_001142473;NM_001142472;NM_005449	Body;Body;Body	chr1:207082693-207083202	Island	ClassA	chr1:207082693-207083202*Island	4	0
cg00008665	3	43146780			C3orf39	NM_032806	5'UTR	chr3:43147184-43147713	N_Shore	ClassA	chr3:43147184-43147713*N_Shore	3	0
cg00008671	10	86087961			FAM190B	NM_018999	TSS1500	chr10:86088395-86088791	N_Shore	ClassA	chr10:86088395-86088791*N_Shore	9	0
cg00008695	8	960721						chr8:962315-962747	N_Shore	ClassB	chr8:962315-962747*N_Shore	3	0
